,prefix,region,max_density_axonal1,num_nodes_axonal1,total_path_length_axonal1,volume_axonal1,num_branches_axonal1,dist_to_soma_axonal1,dist_to_soma2_axonal1,num_hubs_axonal1,variance_ratio_axonal1,max_density_axonal2,num_nodes_axonal2,total_path_length_axonal2,volume_axonal2,num_branches_axonal2,dist_to_soma_axonal2,dist_to_soma2_axonal2,num_hubs_axonal2,variance_ratio_axonal2
131,17782_3487_x11014_y17041,CLA,56,246,1974.6601,3233442.7996,90,96.5323,124.60354687568088,1,0.38058329730847423,27,156,1438.6261,3903596.1726,54,196.0917,183.9310744002764,0,0.5450296832083776
132,17782_3651_x35286_y18512,CLA,187,427,2032.9973,504758.6431,189,69.4981,83.26446174689416,1,0.5263619960817163,79,325,1675.183,1725765.4919,144,85.8513,84.7116811897863,1,0.4876268650940922
133,17782_3672_x34784_y19432,CLA,32,124,1058.8105,1818995.3027,44,162.1586,145.375705845234,0,0.4109029441891527,27,186,1918.9089,5950275.6183,51,54.6232,13.884876989012213,0,0.5847412151577169
134,236174_3229_x11951_y11316,CLA,42,300,2756.1186,6164403.1247,109,139.8937,162.83581546146416,0,0.47319240770457627,40,176,1683.7974,1832887.4126,65,96.687,143.4361895896569,0,0.4752496319432224
135,236174_3229_x12413_y11831,CLA,39,293,3563.1967,3302659.0514,80,159.8964,183.3780223500079,0,0.5609459574311263,44,417,5149.9806,10636079.6374,108,110.7527,212.80975497962964,0,0.41414737581200745
136,236174_3429_x12632_y10625,CLA,64,136,1242.6365,1093488.957,49,164.7683,171.07280244387184,1,0.5021476720697369,54,371,3868.2435,6278688.3902,122,155.2308,207.068861623374,1,0.46592912546513626
137,236174_3447_x12562_y10626,CLA,61,149,1506.4827,5791671.5689,47,194.585,188.41736366375576,1,0.5053534875669626,34,214,2314.2869,2562016.028,66,149.2494,218.68985561118282,0,0.4855805037292836
138,236174_3529_x12805_y10541,CLA,109,229,2111.6365,3468182.7993,81,221.8434,228.32943210414206,1,0.49537668840331534,58,307,3086.4071,2550612.3351,97,155.0392,159.88760960124458,1,0.5451057282943875
139,236174_3536_x15159_y25525,CLA,79,368,3830.1867,3034910.5473,120,182.1064,161.1748830546807,1,0.5429637219414074,25,204,2077.7229,3920516.3749,60,59.4354,120.95878816770612,0,0.5585791281229312
140,236174_3729_x12692_y9419,CLA,91,522,4299.2975,1172486.9015,199,190.0474,206.61580006862982,1,0.5135717962083093,30,78,660.7409,476397.4067,28,70.1461,4.490189862355492,0,0.6955160608240205
141,236174_3729_x13645_y9551,CLA,92,234,1798.6435,1314296.8634,93,166.8349,206.94182976382518,1,0.6375155249330413,66,146,1143.6162,1209546.6242,59,195.8952,196.3436563324621,1,0.5498307125639971
142,236174_3729_x15443_y26410,CLA,115,707,6848.3433,5524065.1566,235,149.4979,156.16736558256977,1,0.517220731772013,2,2,16.3176,0.0,0,237.996,239.67079661612925,0,0.0
143,236174_3829_x13590_y9284,CLA,65,371,3506.2504,4672501.998,127,144.5178,179.83190089914527,1,0.45432359000310135,29,157,1373.0919,2930186.7912,56,205.7194,216.36648322002185,0,0.46750126604100817
144,236174_3829_x16301_y26647,CLA,47,200,2054.3465,3158576.7365,61,170.191,202.71961447773126,0,0.5115670930953767,41,108,1040.3941,879939.7949,35,174.4186,199.27131107863968,0,0.6284932838054111
145,236174_3929_x13599_y9165,CLA,84,232,1870.4597,1674621.4958,84,180.5099,205.95112843099454,1,0.5874391652427781,55,222,1727.2757,1571770.6508,84,149.8479,152.92625837638218,1,0.4968493989766468
146,236174_3970_x13439_y8678,CLA,97,164,1412.349,857510.7022,63,143.2566,142.20316866722766,1,0.5195450493131711,34,206,2107.1902,3133905.2949,68,74.2986,176.65983446160024,0,0.5781526642589168
147,236174_4029_x13079_y8858,CLA,67,261,2037.1149,1691089.2488,101,175.656,205.18594681654005,1,0.5657870778051491,47,238,2165.0185,2612225.2251,85,183.9367,238.87989509845738,0,0.5571502779665076
148,236174_4229_x13663_y8589,CLA,70,194,1904.3894,2152169.2804,62,164.341,188.75775163685333,1,0.5218055653573812,57,187,1513.0311,2365896.872,68,213.924,232.59397588501727,1,0.5450756518244378
149,236174_4429_x13147_y8003,CLA,142,412,3828.1753,1837096.557,142,169.911,185.918547036061,1,0.5010137723814513,59,403,4483.1554,7880039.391,117,74.4228,191.5290655461985,1,0.5027172839398737
150,236174_4647_x16405_y27845,CLA,142,583,4819.7307,7718852.1192,213,167.1535,226.37390507699868,2,0.4403451554513936,50,398,3719.6503,6936958.6987,140,165.6665,167.80869570138492,0,0.46231099794543573
151,236174_5138_x16501_y28259,CLA,37,163,1797.3438,2318719.9574,49,193.3356,185.5778391430399,0,0.4575933075045796,42,445,4388.7448,8508269.5379,146,125.8067,219.7963189167644,0,0.45530852638853875
152,17109_3701_x9228_y26684,SSs,127,297,2753.4955,1501535.2268,103,29.4981,16.84765896170742,1,0.41610498805247453,42,76,743.1681,545921.3653,27,296.567,312.8981260490385,0,0.6886773701594823
153,17109_4101_x6753_y6197,SSs,132,304,2444.5401,1295480.6464,122,7.5695,7.37267339572288,1,0.481999836125919,73,192,1935.3987,1285993.7077,62,315.0215,323.6023172012216,1,0.5703000712955694
154,17109_4764_x6621_y5727,SSs,122,279,2152.3859,451355.9545,109,39.9425,50.832751971538976,2,0.4961282265624913,82,162,1463.6413,354944.876,58,52.5736,53.95927341579017,1,0.3911561996156044
155,17109_4772_x9038_y27257,SSs,88,384,3455.4114,1719983.7807,142,100.4183,115.55227116331379,1,0.5419896814558589,24,119,1138.4924,1058342.9103,43,106.0531,108.93768556514317,0,0.514513806505322
156,17300_3426_x20339_y44872,SSs,111,385,2646.1874,2545779.731,156,56.5988,14.662439530992113,2,0.46809077452672904,41,62,570.4328,311392.8923,20,305.9661,332.8147267910481,0,0.7674628985418184
157,17300_3514_x19676_y45282,SSs,83,203,1470.9953,2590911.4442,78,45.2896,5.080768937867569,1,0.49734432807279344,40,55,402.9471,243709.1685,21,313.4917,334.9848396480055,0,0.7374278338981929
158,17543_3308_x10077_y3766,SSs,163,169,722.5791,28880.9561,81,4.5521,2.842170943040401e-14,1,0.4521954116523822,46,49,278.4735,23560.301,22,3.9855,2.7677904544961294,0,0.5166310675458299
159,17543_4868_x6727_y21047,SSs,164,168,691.9393,27092.8298,78,7.1294,10.283044539434808,1,0.45967252790355345,42,49,283.1651,36323.4773,21,5.9537,8.229584072114472,0,0.5989406264249396
160,17781_3819_x16144_y41186,SSs,290,468,2968.9783,283117.122,200,17.7312,20.534916922159685,1,0.44790712056571774,53,88,526.6688,80044.2966,34,28.6084,32.994181820436175,1,0.4563067806374205
161,17781_4710_x13766_y10574,SSs,97,315,1937.6187,1223974.9,135,28.2529,8.472593449469905,1,0.538485308715619,120,348,2561.1602,1155103.7233,139,114.5481,110.31022256345962,1,0.4682983091676752
162,17781_5166_x11993_y10858,SSs,93,115,500.5161,156722.1403,52,81.605,83.7382488531973,1,0.5292548501014671,69,166,995.3593,782915.8584,66,56.3834,79.84547705412,1,0.5741109061101537
163,17781_5655_x10641_y11102,SSs,116,336,2424.7034,1767757.341,128,39.7896,14.871947720456822,1,0.5380299755550605,101,146,1032.8817,455198.5781,61,171.5225,174.28612420385048,1,0.5295660537194405
164,17781_6028_x9772_y42888,SSs,73,121,830.2314,144921.6362,49,8.5441,4.99132046656995,1,0.4483816872761963,72,103,616.3122,223540.2653,42,130.7928,128.75211280709144,1,0.5741687908470904
165,17781_6287_x8230_y11645,SSs,71,211,1481.8276,704562.8287,84,59.2595,14.200072486082618,1,0.5682050945916957,116,174,1128.4554,239862.7351,75,101.9889,104.66483790652904,1,0.4825646759930808
166,17787_4521_x5172_y12873,SSs,192,714,5088.7988,6828948.6395,292,26.3344,8.578451258822891,2,0.3741817609897815,128,287,1961.4726,1363485.8302,118,351.5207,366.3269224040188,1,0.4849000979713193
167,17787_4690_x4440_y9176,SSs,154,313,1864.7167,723980.3352,139,13.674,8.225585632646464,1,0.46285964649194716,32,40,270.468,74986.042,16,124.361,130.06695644167277,0,0.6955174212777095
168,17788_4719_x3512_y9492,SSs,153,478,2780.4538,1591413.5533,207,6.6951,16.632848884060717,2,0.6034966292932258,229,444,2674.9956,6444790.6631,193,120.8339,60.86224262217093,2,0.582449380423565
169,182724_4599_x8181_y6776,SSs,120,160,914.6558,100825.1525,69,4.0837,2.6098011111960338,1,0.41991716210919083,73,81,390.878,45589.7266,38,1.2882,2.640627955619658,1,0.3937494293734779
170,18453_4186_x30783_y11697,SSs,98,313,2655.3751,820972.7779,113,37.1252,17.67817110704609,1,0.5798618832011178,68,255,2229.984,514046.6663,95,98.3536,96.71013636119018,2,0.5070010947060691
171,18453_4693_x33039_y11636,SSs,169,306,1873.1673,1228456.7887,134,22.4149,14.347777144909958,1,0.445172127242924,65,91,570.3667,316202.7387,38,334.8498,354.61040970197143,1,0.7444984162555496
172,18453_5033_x32118_y8975,SSs,119,120,489.7668,13757.4876,56,2.0449,4.803234222896057,1,0.5076387266854331,23,55,370.172,116975.7018,23,18.2521,47.191695349923585,0,0.5075620064812922
173,18453_5325_x32314_y8395,SSs,78,151,1036.6367,978533.5028,61,40.9056,15.507327332587021,1,0.6472501143909266,9,9,33.8159,1020.8705,2,2.6578,3.399793376074491,0,0.0
174,18453_5436_x32746_y12751,SSs,95,164,1254.5391,429888.2099,63,134.7977,142.20721494003038,1,0.5572656224388519,44,286,2487.4721,3324975.7903,100,79.3624,137.76019342698385,0,0.5037815201077995
175,18453_5766_x31719_y6139,SSs,138,170,1079.1014,293599.1224,74,5.9936,2.59727241543893,1,0.458438358869808,4,19,300.5107,227377.1105,1,185.8594,290.874613084401,0,0.7998885932928612
176,18461_4410_x23856_y6531,SSs,229,336,1928.8099,446764.5318,155,11.8387,10.570541140357964,1,0.4562872764936704,8,26,354.0158,326440.7947,4,252.0543,287.7495706095841,0,0.7825112979346409
177,18864_4429_x7945_y3080,SSs,166,169,766.8275,29473.8902,80,0.9704,2.842170943040401e-14,1,0.43719301945994415,51,102,679.0299,838632.8207,42,35.9539,57.51187385227507,1,0.48956769272070383
178,18864_4554_x9386_y2232,SSs,201,401,2551.777,2402146.1351,176,22.8411,9.987190295573626,1,0.4104246872587252,63,96,647.3486,610437.2172,40,337.5815,375.53483549998396,1,0.6820418275723426
179,18864_4693_x10912_y2095,SSs,162,282,1593.6521,1656855.1722,125,12.0091,9.806324591813155,1,0.4905996337649675,78,109,661.8545,798201.8382,45,325.6921,352.0292464980716,1,0.6382335913251783
180,18864_4797_x9453_y2359,SSs,181,295,2036.652,839457.6703,125,6.6539,4.476113157640224,1,0.40244729844948524,123,216,1173.9622,226762.8211,103,127.9191,135.31740430927576,1,0.41949614938225255
181,18864_5030_x9347_y31359,SSs,156,260,1576.1564,459313.7517,121,10.8164,6.8510201430151865,1,0.40108935802827017,149,195,1119.2645,282866.6399,90,128.263,132.92151985664324,1,0.40638836467693634
182,18864_5305_x7877_y31450,SSs,145,331,2502.9557,7194162.2017,132,25.6826,10.173986632584109,1,0.5002380488904397,70,105,627.556,133075.9134,46,53.7283,52.31748390356707,1,0.40630742558964517
183,18864_5444_x7352_y31475,SSs,81,132,695.5159,130887.7338,60,14.6908,3.417032338155437,1,0.5534432169995827,68,252,1910.0268,1319767.6318,103,59.9729,26.359515283859068,1,0.43649014328463975
184,18864_00029,SSs,186,213,958.8501,88735.2804,102,6.0801,3.2717311931147495,1,0.5832912982307218,78,119,741.9656,179167.7135,51,14.1383,20.68883512912221,1,0.5743314569298584
185,18864_00043,SSs,299,464,1959.4619,575979.7171,221,10.3802,9.853609438170366,1,0.6132353426766661,36,46,320.5128,73919.8245,20,79.43,90.55614799117727,0,0.6085842894231167
186,18864_00313,SSs,112,240,1872.4104,802873.502,84,20.65,15.926095850521572,1,0.5146579794557716,46,182,1382.0769,1193497.3323,71,117.6944,119.07537769833023,0,0.4818668919138688
187,18867_3926_x8710_y12751,SSs,128,169,577.3452,93958.9884,79,2.9615,5.66217776125053,1,0.6802560121818816,54,155,1058.506,1674723.4964,62,140.7711,141.63948636591422,1,0.45081459779197114
188,18867_3973_x31634_y12362,SSs,103,126,285.9821,10431.2259,60,8.4603,4.211977445333724,1,0.633787078249243,121,178,764.0892,666793.8763,78,85.2813,65.12760391723315,1,0.4649560442730692
189,18867_4218_x8269_y11914,SSs,133,492,1733.6863,2115918.8946,237,58.7096,66.81341485809568,3,0.5028463122629547,372,600,2736.8098,1926436.4099,277,154.0032,148.1144773848931,1,0.3719590035936899
190,18867_4392_x7633_y13301,SSs,116,116,265.5518,6238.0661,56,3.7578,3.1826562805304404,1,0.45792110871490643,239,312,1199.0083,1187377.2676,145,69.558,58.45876496300619,1,0.5331167484300852
191,18867_4801_x7068_y12938,SSs,159,321,966.0245,362106.9521,152,30.4886,3.4563085799737188,2,0.5028007674102101,121,304,1355.8277,1194313.0918,137,163.7803,141.80620477962168,2,0.4542685496952524
192,18868_3626_x29809_y12585,SSs,111,161,549.088,309653.0335,73,13.9426,2.6013248547615153,1,0.5361929436264119,126,337,1513.0425,2255376.6893,151,153.7109,141.343715463405,2,0.38803224149529575
193,18868_3981_x30626_y12403,SSs,394,828,2439.7718,3008084.0324,400,78.9885,59.34628221717009,4,0.5856026891598021,285,330,1101.7072,110235.3039,158,151.1371,144.8271748119116,1,0.631135245282639
194,18868_4221_x5685_y12199,SSs,174,337,874.0562,168091.6288,163,30.3342,2.842170943040401e-14,2,0.5387085086197474,49,131,784.9067,1479209.8179,52,163.9984,139.15604345482092,0,0.3980053238582453
195,18868_4464_x5477_y11004,SSs,247,252,482.8201,58819.4834,123,1.8326,3.220268777602257,1,0.48480813656152566,104,147,668.6766,592727.3083,64,135.9353,120.14051657538353,1,0.5536078538864887
196,18868_4517_x31548_y11591,SSs,117,279,1090.675,321417.6893,130,38.0114,5.459185745145506,2,0.5231910421733602,64,202,1393.1146,1873671.5579,81,141.5979,136.25560067021098,1,0.5462648783729356
197,18868_4863_x31402_y10126,SSs,127,244,914.6969,763936.1545,115,29.1586,9.53335124706942,1,0.46265352660908654,134,182,779.0173,1707039.4088,80,145.7428,140.13197680044337,1,0.4322646628526606
198,18868_5723_x7031_y7203,SSs,148,437,1715.5739,1977836.0796,201,51.4164,3.1676870110539705,3,0.4225023233344654,123,221,837.369,1084924.2385,101,122.8488,118.8719499629749,1,0.437849443939398
199,18869_3761_x5335_y8118,SSs,94,103,338.978,41552.4169,48,2.042,4.940813799365461,1,0.6909040021643462,32,55,446.0036,499996.4401,19,161.5492,151.68688996745894,0,0.5341322892023874
200,18869_4001_x4383_y7249,SSs,661,665,1163.3005,20902.5798,329,1.1098,4.0176093637883685,1,0.4342738059757287,89,89,177.1084,3210.5714,43,25.6597,25.681383257137842,1,0.6016758628452734
201,18869_4091_x4807_y8065,SSs,120,193,450.1416,55353.0692,93,23.5319,10.617091503797079,2,0.5809358933305178,35,92,650.587,1499864.4479,32,160.5983,151.5633775224081,0,0.4536099177198549
202,18869_4253_x4991_y7023,SSs,156,196,566.6371,80606.9103,96,11.5895,0.0,1,0.5939799867984944,71,97,570.9024,254284.4305,37,128.1246,137.5898985100287,1,0.44877951986045306
203,18869_4302_x23433_y9053,SSs,137,235,666.5881,94204.8137,114,19.2307,5.909132846704317,2,0.5281941172165413,73,118,686.6804,687004.758,47,157.7389,149.83436606466486,1,0.48340108369451684
204,18869_4520_x23555_y8194,SSs,488,559,1173.9628,79343.94,277,3.1027,2.4976390852162758,1,0.49375137932805263,35,35,58.4668,1255.7338,17,22.8512,27.226647718733194,0,0.6372396501226701
205,18869_4587_x23021_y6827,SSs,87,217,866.0016,398806.5538,100,39.3973,3.7923293633333186,2,0.5825016304879058,214,222,448.6352,61653.2458,106,223.9322,221.90357411722775,1,0.5573268089126244
206,18869_4764_x5211_y5995,SSs,96,182,700.7833,453305.7475,85,27.7418,13.145151691783557,1,0.4799863296957176,56,247,1614.7391,2621259.7811,101,136.9721,119.46227605817661,2,0.49053773120921196
207,18869_5019_x5442_y5910,SSs,881,888,1495.1864,33169.07,442,2.3797,4.478709077401661,1,0.46741645335097826,17,17,34.8586,210.1117,8,19.4176,11.758253271638615,0,0.688664987044681
208,18869_5024_x5544_y5480,SSs,67,163,855.0907,1809691.068,71,45.2775,13.582399383025074,1,0.4504762825734318,284,686,3312.5269,2614079.5435,307,151.3866,135.62508345066558,1,0.5163140728113266
209,18869_5343_x5414_y5337,SSs,82,137,691.8065,806234.2227,59,21.3709,17.386569471865336,1,0.4201432774846265,104,298,1945.9,2045480.9421,125,150.5321,132.46817793341916,1,0.4899630143151312
210,191807_4923_x7499_y24194,SSs,62,64,350.5547,24344.5228,28,8.513,2.9484168633353125,1,0.44276594201967834,63,115,621.2981,128638.3863,51,97.0975,110.58484747016655,1,0.5370221335884803
211,191807_5062_x6404_y23808,SSs,34,35,185.1367,10092.719,14,3.4509,4.246256361785034,0,0.5712595284267088,60,78,516.7465,78273.8897,32,98.6775,101.33573832562725,1,0.5655336404319175
212,191812_3758_x8791_y24162,SSs,102,468,3697.102,4147188.4525,181,29.1302,84.82455241261223,2,0.41809063456968915,48,163,1362.0857,3338561.3869,62,289.4914,290.0883518809399,0,0.4454066563318078
213,191812_3762_x9097_y24261,SSs,82,647,4097.552,3891693.0293,288,18.8379,2.842170943040401e-14,4,0.4315702331477797,28,108,758.4557,3113872.9805,42,268.6506,267.7459728828802,0,0.4014882319991463
214,191812_4664_x8027_y25176,SSs,93,261,1792.0571,5103918.2831,104,42.6236,6.80536597105549,1,0.4281724428278224,15,68,765.0,3318048.2837,20,291.3677,336.9939378119434,0,0.46926933208121263
215,191812_5158_x9017_y25877,SSs,93,164,1309.9504,1216611.4415,62,5.839,8.93443382425547,1,0.4425785481061143,33,41,319.3699,94190.7832,15,202.0462,215.41664918710438,0,0.674202019841039
216,191812_5221_x9028_y25900,SSs,142,315,2310.0286,3605662.644,126,6.7166,6.960042313089764,1,0.44796120730959416,30,164,1459.1216,3505398.7445,59,298.5636,339.32905367062216,0,0.4187827020806064
217,191812_5676_x8072_y26215,SSs,191,411,2563.9438,2095111.84,176,41.5691,4.598532483303753,2,0.5307556652575247,59,123,732.5102,317618.9853,54,151.2972,144.99623029927366,1,0.5478130851200296
218,236174_5670_x14073_y29439,SSs,38,154,1484.7823,1930595.6285,54,60.7706,16.410943361062476,0,0.4677536914951126,61,211,1709.6366,1038339.5595,84,152.2462,133.2774761240623,2,0.5351919788614483
219,17109_6201_x4328_y6753,VISp,65,178,1945.5642,519815.7047,51,12.3849,6.179468585566249,1,0.5030378984383808,53,119,1163.4069,531133.7796,38,21.9922,23.764758151725424,1,0.5443065047863783
220,17300_5969_x27278_y20820,VISp,161,316,1806.2368,2347852.3063,138,8.5234,14.790859609907733,1,0.517148504830865,55,104,689.8537,315617.2503,43,143.0453,142.00030879191772,1,0.5205240374284245
221,182725_6819_x6109_y7853,VISp,112,185,968.2663,412949.9683,81,20.3425,7.166295712570106,1,0.60162075228548,78,201,977.0806,1480808.4087,89,96.4428,67.97788608805074,1,0.5333154619697549
222,18452_7249_x11408_y2071,VISp,158,185,838.6122,138861.9846,85,9.146,11.685031022637475,1,0.41661860568313724,19,29,249.8794,134958.8148,9,157.177,176.46150380465423,0,0.6526758223979492
223,18453_6477_x30376_y5078,VISp,139,155,947.1672,39392.448,68,3.5162,4.698480392637608,1,0.5175539889556431,43,84,447.7718,88830.774,38,28.1125,36.131410310144304,0,0.4700692546169097
224,18453_6675_x10576_y3102,VISp,106,117,512.4674,36281.5598,56,5.1705,8.936015834811403,1,0.41011030399284204,42,104,780.9614,1002392.2135,39,37.7856,19.3672160541984,0,0.6534537707640531
225,18453_6748_x28152_y3578,VISp,89,90,335.0237,14722.9116,43,0.4594,3.552713678800501e-15,1,0.4781998064639158,143,148,568.8434,30799.7738,72,9.6473,12.155277207863241,1,0.4531933628389294
226,18453_6846_x11548_y2831,VISp,87,97,501.9534,39267.5834,44,5.1997,6.0455172227031095,1,0.4300748140621692,64,83,540.1607,154871.0132,34,12.4034,16.495110245160536,1,0.5551399793572196
227,18453_7007_x11486_y3611,VISp,151,167,821.1542,42442.9462,78,6.3005,3.394040807061683,1,0.5334823624907016,14,23,188.2767,60628.2813,7,76.8375,105.67424612458801,0,0.7496703825593523
228,18453_7010_x8769_y4509,VISp,267,641,1965.0457,1373541.8878,294,17.3953,8.789652837285448,1,0.4338917349438632,226,246,392.1585,31341.8629,115,88.0344,85.55845653703673,1,0.5409362514649234
229,18453_7024_x9012_y4138,VISp,132,380,2542.9222,4664283.0345,157,91.089,16.72892711981256,2,0.5026514065897036,70,180,568.3559,463475.5591,78,149.8927,145.3928482629046,1,0.7336863379794996
230,18453_7112_x9089_y4667,VISp,175,261,1246.7531,132858.562,120,12.02,8.129329308128678,2,0.46431996363935407,28,65,453.1316,254931.4286,25,78.5732,143.00246065715095,0,0.6355742329357097
231,18453_7132_x11495_y3152,VISp,102,104,493.2371,31919.7651,46,3.526,4.3056741632408695,1,0.4071920940694037,71,77,383.1429,48254.3589,34,12.1618,11.580627746370228,1,0.37399815919439156
232,18453_7146_x8788_y4552,VISp,67,161,995.1489,347005.8467,69,12.2258,12.947242409100088,1,0.5084919218159046,105,153,836.0774,174606.1988,66,46.9832,55.69118010062274,1,0.4424071177009488
233,18453_7188_x11060_y3637,VISp,175,207,1065.0023,98723.3915,97,1.6186,3.283460674349538,1,0.41592546544599784,89,100,554.8039,52570.6099,46,18.6851,22.86517861290392,1,0.45698587569347393
